teamName,teamId,goalsScored,goalsConceded,ownGoals,assists,shots,penaltyGoals,penaltiesTaken,freeKickGoals,freeKickShots,goalsFromInsideTheBox,goalsFromOutsideTheBox,shotsFromInsideTheBox,shotsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,bigChances,bigChancesCreated,bigChancesMissed,shotsOnTarget,shotsOffTarget,blockedScoringAttempt,successfulDribbles,dribbleAttempts,corners,hitWoodwork,fastBreaks,fastBreakGoals,fastBreakShots,averageBallPossession,totalPasses,accuratePasses,accuratePassesPercentage,totalOwnHalfPasses,accurateOwnHalfPasses,accurateOwnHalfPassesPercentage,totalOppositionHalfPasses,accurateOppositionHalfPasses,accurateOppositionHalfPassesPercentage,totalLongBalls,accurateLongBalls,accurateLongBallsPercentage,totalCrosses,accurateCrosses,accurateCrossesPercentage,cleanSheets,tackles,interceptions,saves,errorsLeadingToGoal,errorsLeadingToShot,penaltiesCommited,penaltyGoalsConceded,clearances,clearancesOffLine,lastManTackles,totalDuels,duelsWon,duelsWonPercentage,totalGroundDuels,groundDuelsWon,groundDuelsWonPercentage,totalAerialDuels,aerialDuelsWon,aerialDuelsWonPercentage,possessionLost,offsides,fouls,yellowCards,yellowRedCards,redCards,avgRating,accurateFinalThirdPassesAgainst,accurateOppositionHalfPassesAgainst,accurateOwnHalfPassesAgainst,accuratePassesAgainst,bigChancesAgainst,bigChancesCreatedAgainst,bigChancesMissedAgainst,clearancesAgainst,cornersAgainst,crossesSuccessfulAgainst,crossesTotalAgainst,dribbleAttemptsTotalAgainst,dribbleAttemptsWonAgainst,errorsLeadingToGoalAgainst,errorsLeadingToShotAgainst,hitWoodworkAgainst,interceptionsAgainst,keyPassesAgainst,longBallsSuccessfulAgainst,longBallsTotalAgainst,offsidesAgainst,redCardsAgainst,shotsAgainst,shotsBlockedAgainst,shotsFromInsideTheBoxAgainst,shotsFromOutsideTheBoxAgainst,shotsOffTargetAgainst,shotsOnTargetAgainst,blockedScoringAttemptAgainst,tacklesAgainst,totalFinalThirdPassesAgainst,oppositionHalfPassesTotalAgainst,ownHalfPassesTotalAgainst,totalPassesAgainst,yellowCardsAgainst,throwIns,goalKicks,ballRecovery,freeKicks,id,matches,awardedMatches,statisticsType,league
Stade Brestois,1715,32,34,1,20,277,6,8,0,6,27,4,172,105,4,13,14,53,39,32,92,112,73,126,306,100,7,15,2,14,42.291666666667,8872,6940,78.223624887286,4469,3995,89.393600358022,4403,2945,66.886213945037,985,498,50.558375634518,380,100,26.315789473684,8,452,240,75,7,11,3,2,628,0,2,2449,1230,50.224581461821,1685,830,49.258160237389,764,400,52.356020942408,3090,27,321,41,0,4,6.7812680115274,2447,5198,5372,10570,55,39,32,640,135,121,510,454,217,2,7,4,206,234,551,1092,40,2,323,95,210,113,120,108,95,352,3265,6422,5862,12284,42,413,184,1164,265,48373,24,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",France Ligue 1
Paris FC,6070,28,40,0,17,271,5,5,0,2,25,3,168,103,2,11,15,47,37,24,87,112,72,139,309,103,10,26,2,24,53.208333333333,11973,10282,85.876555583396,6732,6174,91.711229946524,5241,4108,78.381988170197,901,474,52.608213096559,386,86,22.279792746114,6,377,177,58,12,13,10,6,612,1,5,2059,1020,49.538610976202,1487,753,50.638870208473,572,267,46.678321678322,2800,50,267,53,2,3,6.7176943699732,1800,3950,4891,8841,67,49,40,493,125,105,427,308,132,3,14,8,184,211,500,1108,40,3,293,84,202,91,112,97,84,361,2596,5211,5308,10519,40,395,187,1145,247,48424,24,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",France Ligue 1
Paris Saint-Germain,1644,54,22,1,41,448,3,5,1,14,43,10,281,167,9,14,30,94,75,60,171,170,107,241,511,151,15,25,3,22,68.6,17988,16433,91.355348009784,7722,7310,94.664594664595,10266,9123,88.866160140269,903,597,66.112956810631,371,102,27.493261455526,13,376,183,50,5,12,4,1,343,2,6,2078,1029,49.518768046198,1702,835,49.059929494712,376,194,51.595744680851,2786,26,253,24,0,1,7.0335106382979,1253,2563,3786,6349,37,23,27,521,74,65,260,362,153,6,16,9,242,153,544,1124,49,3,215,60,126,89,82,73,60,478,1874,3655,4356,8011,38,423,119,1254,223,48482,25,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",France Ligue 1
RC Strasbourg,1659,40,31,1,29,267,5,6,0,13,36,4,190,77,6,8,25,73,57,42,107,94,66,206,443,91,4,14,3,13,51.75,12190,10712,87.875307629204,7098,6704,94.449140602987,5092,4008,78.711704634721,538,285,52.973977695167,388,107,27.577319587629,7,392,181,68,5,21,4,3,472,0,2,2199,1120,50.932241928149,1755,889,50.655270655271,444,231,52.027027027027,2715,39,273,46,1,5,6.8114845938375,1830,3967,5600,9567,50,35,29,486,103,91,392,371,170,6,12,4,211,214,561,1147,34,3,276,60,187,89,118,98,60,446,2491,5063,6126,11189,46,388,177,1169,295,48422,24,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",France Ligue 1
Le Havre,1662,20,30,2,15,256,1,4,0,10,18,2,148,108,3,6,11,47,32,38,84,108,64,147,320,110,9,24,3,22,46.083333333333,9102,7356,80.817402768622,4702,4255,90.493407060825,4400,3101,70.477272727273,833,381,45.738295318127,541,112,20.702402957486,6,404,214,70,2,12,5,4,636,2,8,2353,1202,51.083722906927,1683,853,50.68330362448,670,349,52.089552238806,3042,42,321,47,0,2,6.7751351351351,2313,4808,4553,9361,59,51,35,579,115,120,502,403,176,2,16,10,185,245,588,1092,43,3,311,93,209,102,118,100,93,362,3097,6036,4987,11023,51,450,185,1165,308,48292,24,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",France Ligue 1
Parma,2690,20,32,0,10,317,2,2,0,13,15,3,175,142,7,6,5,47,34,33,80,128,109,134,303,109,10,14,0,14,44.703703703704,9828,7880,80.17908017908,4741,4243,89.495886943683,5087,3637,71.495970119914,872,393,45.06880733945,500,104,20.8,9,380,201,83,4,8,5,4,664,3,6,2548,1269,49.803767660911,1716,854,49.7668997669,832,415,49.879807692308,3358,31,291,48,3,4,6.7605,2909,5928,4513,10441,64,48,43,743,121,169,616,434,213,2,13,11,192,299,557,1247,57,8,393,113,252,141,162,118,113,397,3794,7317,5038,12355,52,489,236,1155,353,49360,27,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Italy Serie A
Atalanta,2686,37,24,1,25,402,3,3,0,7,33,4,266,136,5,12,19,65,49,46,129,149,124,221,436,156,11,37,2,35,54.962962962963,13077,11127,85.088323009865,5890,5357,90.950764006791,7187,5770,80.283845832754,917,524,57.142857142857,530,132,24.905660377358,10,418,196,86,3,8,3,1,613,1,4,2553,1274,49.902075989033,1770,890,50.282485875706,783,384,49.04214559387,3344,51,314,42,1,2,6.9047619047619,1979,4188,4638,8826,63,47,49,675,122,121,447,375,161,7,14,7,229,234,634,1420,42,2,317,83,203,114,125,109,83,438,2957,5729,5097,10826,37,480,180,1326,263,49357,27,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Italy Serie A
Como,2704,46,21,0,35,392,3,6,1,11,35,10,252,140,7,20,18,76,55,47,141,160,91,206,435,113,6,37,6,31,61.178571428571,14911,12985,87.08336127691,7558,7050,93.278645144218,7353,5935,80.715354277166,759,364,47.957839262187,427,120,28.103044496487,13,456,198,73,5,9,4,3,582,4,1,2713,1360,50.1290084777,2032,976,48.031496062992,681,384,56.387665198238,3274,26,392,60,1,3,6.9124711316397,1372,2931,4414,7345,56,43,43,558,93,90,363,413,215,9,11,3,274,187,566,1344,76,2,263,69,171,92,98,96,69,480,2265,4336,4956,9292,60,528,151,1315,322,49329,28,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Italy Serie A
Roma,2702,37,19,0,25,371,3,4,0,12,35,2,268,103,5,11,21,60,43,36,129,141,101,159,409,136,5,25,2,24,56.851851851852,13195,11045,83.705949223191,5610,5101,90.926916221034,7585,5944,78.365194462755,1031,506,49.078564500485,516,111,21.511627906977,12,429,246,78,1,10,0,0,554,1,6,2828,1378,48.727015558699,1992,945,47.439759036145,836,433,51.794258373206,3650,41,388,49,0,1,6.8735436893204,1510,3129,4737,7866,50,39,38,689,80,65,313,378,179,6,13,11,241,190,559,1455,44,2,256,57,148,108,104,96,56,504,2472,4738,5399,10137,61,545,164,1366,370,49107,27,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Italy Serie A
Cagliari,2719,30,38,0,26,279,1,1,0,12,27,3,168,111,8,6,16,45,39,24,94,114,71,177,357,96,7,29,4,26,45.535714285714,10996,8912,81.047653692252,6307,5663,89.789123196448,4689,3249,69.289827255278,911,417,45.773874862788,383,98,25.587467362924,6,448,244,95,6,17,1,1,746,2,2,2721,1353,49.724366041896,1992,1015,50.953815261044,729,338,46.36488340192,3359,47,423,66,1,1,6.7551162790698,2619,5769,5374,11143,68,53,44,544,154,131,528,423,189,2,7,10,215,286,632,1311,31,3,372,107,250,122,131,134,107,395,3751,7433,5748,13181,49,489,254,1196,400,49333,28,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Italy Serie A
Lecce,2689,18,36,1,12,266,0,1,2,18,13,5,145,121,5,4,9,30,23,20,65,108,93,148,386,122,7,16,0,16,42.777777777778,9065,6860,75.675675675676,3827,3353,87.614319310165,5238,3507,66.953035509737,966,420,43.478260869565,457,112,24.507658643326,8,494,173,77,4,20,6,4,785,3,4,2929,1430,48.82212359167,1987,974,49.018621036739,942,456,48.407643312102,3677,29,337,47,0,2,6.704578313253,2181,4539,5796,10335,73,49,48,613,144,119,510,470,213,4,7,11,199,256,578,1351,56,0,354,100,250,104,139,115,100,489,3198,6146,6370,12516,43,562,252,1207,348,49072,27,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Italy Serie A
Hellas Verona,2701,20,48,3,12,289,3,3,0,9,15,4,169,120,1,5,13,35,24,25,101,108,80,155,326,100,8,40,6,34,40.555555555556,9112,6829,74.945127304653,3865,3382,87.503234152652,5247,3447,65.694682675815,891,337,37.822671156004,391,86,21.994884910486,5,486,273,74,7,4,4,2,757,4,4,2835,1346,47.477954144621,1780,862,48.426966292135,1055,484,45.876777251185,3611,47,421,59,2,3,6.6167464114833,2241,5412,5921,11333,63,42,31,695,138,113,515,397,170,4,11,9,199,255,662,1414,41,0,362,112,209,153,131,120,111,366,3232,7018,6542,13560,45,503,201,1250,231,49428,27,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Italy Serie A
Sassuolo,2793,34,36,2,25,289,2,4,1,13,30,3,189,100,4,12,16,56,41,33,103,114,72,143,341,102,7,34,6,29,44.555555555556,10411,8543,82.05743924695,5217,4732,90.703469426874,5194,3811,73.373122834039,835,396,47.425149700599,333,98,29.429429429429,6,366,223,100,4,16,4,4,714,6,2,2461,1187,48.232425843153,1730,845,48.843930635838,731,342,46.785225718194,3139,53,324,58,1,3,6.7650602409639,2835,5767,5285,11052,68,51,43,507,131,125,559,340,150,4,15,8,181,299,600,1286,41,1,390,94,251,139,156,140,94,433,3797,7259,5742,13001,50,425,216,1239,348,49069,27,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Italy Serie A
Genoa,2713,32,39,2,16,312,3,6,2,13,26,6,200,112,3,17,11,55,36,33,109,123,80,167,382,96,5,8,0,8,47.62962962963,10304,8290,80.454192546584,5384,4825,89.617384843982,4920,3465,70.426829268293,902,395,43.791574279379,469,124,26.439232409382,6,459,192,83,7,6,6,6,731,2,3,2909,1458,50.120316259883,1916,990,51.670146137787,993,468,47.129909365559,3493,38,362,51,1,2,6.7627118644068,2332,4635,4602,9237,57,33,31,612,143,141,496,347,135,4,7,11,218,264,624,1413,39,5,362,119,247,115,122,121,119,466,3305,6216,5186,11402,60,518,194,1152,376,49071,27,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Italy Serie A
Torino,2696,28,49,0,17,324,3,5,0,5,23,4,205,119,7,3,17,53,33,36,118,113,93,160,324,111,4,41,7,35,43.892857142857,10485,8322,79.370529327611,5151,4593,89.167152009319,5334,3729,69.910011248594,1028,508,49.416342412451,486,120,24.691358024691,10,470,238,76,10,11,4,4,715,2,6,2763,1357,49.113282663771,1830,899,49.125683060109,933,458,49.08896034298,3499,49,402,57,0,1,6.7212189616253,2575,5812,5863,11675,66,51,33,685,128,122,475,406,186,3,12,5,194,306,717,1457,36,0,391,111,253,138,154,126,111,378,3609,7456,6389,13845,35,478,239,1224,280,49438,28,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Italy Serie A
Milan,2692,43,20,0,30,370,5,7,0,7,35,8,265,105,6,15,21,82,59,54,128,148,94,169,391,125,13,31,5,27,52.407407407407,13228,11598,87.677653462353,6206,5772,93.006767644215,7022,5826,82.967815437197,829,483,58.262967430639,475,139,29.263157894737,12,397,176,76,1,19,7,4,592,0,1,2286,1205,52.712160979878,1649,873,52.941176470588,637,332,52.119309262166,2878,54,264,42,1,2,6.9750629722922,2438,5241,5006,10247,42,30,26,575,121,139,568,346,150,4,15,10,201,233,584,1173,27,0,298,84,181,117,122,92,84,390,3158,6408,5439,11847,52,464,173,1171,312,49109,27,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Italy Serie A
Juventus,2687,46,28,2,29,440,2,4,0,11,37,7,278,162,9,18,17,76,51,46,162,152,126,198,414,138,15,29,5,26,56.814814814815,14131,12247,86.667610218668,6223,5704,91.659971075044,7908,6543,82.738998482549,923,513,55.57963163597,534,121,22.659176029963,9,432,177,52,10,18,2,1,453,3,1,2411,1232,51.099128992119,1742,892,51.205510907003,669,340,50.822122571001,3280,47,342,32,1,2,6.8640963855422,1859,3971,4957,8928,35,23,23,737,103,93,406,294,118,6,19,8,254,200,542,1255,15,2,278,74,166,112,124,80,74,421,2593,5284,5489,10773,57,507,166,1315,270,49359,27,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Italy Serie A
Cremonese,2761,21,38,1,17,245,2,2,0,4,20,1,149,96,6,6,9,42,36,23,84,95,66,119,272,89,7,26,2,25,45,10093,7846,77.737045477063,5243,4628,88.270074384894,4850,3218,66.350515463918,995,423,42.51256281407,458,100,21.834061135371,7,395,195,115,8,13,3,2,798,2,0,2543,1249,49.115218246166,1677,823,49.075730471079,866,426,49.19168591224,3536,47,352,54,0,1,6.7332530120482,2737,5458,5021,10479,73,58,48,661,183,159,594,365,172,6,9,13,181,364,674,1326,51,1,470,135,311,159,182,153,135,355,3738,7032,5461,12493,37,514,268,1159,323,49110,27,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Italy Serie A
Udinese,2695,31,39,1,21,309,5,5,1,12,27,4,182,127,5,12,14,49,36,27,99,122,88,208,435,123,9,33,4,29,45.814814814815,9741,7789,79.960989631455,4697,4202,89.461358313817,5044,3587,71.114195083267,966,455,47.101449275362,408,90,22.058823529412,6,430,228,66,6,14,7,6,759,4,7,2752,1379,50.109011627907,1890,929,49.153439153439,862,450,52.204176334107,3345,36,385,49,0,1,6.754415274463,2078,4390,5242,9632,54,35,29,618,125,101,487,361,160,5,16,13,187,227,695,1489,51,1,333,94,211,122,134,105,94,465,3024,5947,5756,11703,50,489,214,1167,302,49427,27,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Italy Serie A
Lazio,2699,26,27,0,16,303,4,4,0,10,22,2,183,120,2,9,13,48,32,32,103,125,75,150,366,106,11,18,3,15,50.703703703704,13148,11283,85.815333130514,6804,6209,91.255144032922,6344,5074,79.981084489281,820,459,55.975609756098,369,90,24.390243902439,12,374,218,90,4,22,4,3,506,2,3,2377,1240,52.166596550273,1735,908,52.334293948127,642,332,51.713395638629,2985,22,283,54,1,7,6.8194774346793,1945,4145,6668,10813,50,40,32,520,105,133,472,342,165,7,13,9,197,282,605,1254,36,3,373,100,237,136,156,117,100,406,2728,5438,7136,12574,73,455,212,1153,398,49330,27,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Italy Serie A
Inter,2697,64,21,0,46,501,5,6,0,10,52,9,354,147,14,20,26,115,95,74,175,191,135,150,303,188,19,29,2,27,60.37037037037,14626,12757,87.221386571858,6282,5839,92.948105698822,8344,6918,82.90987535954,921,511,55.483170466884,664,201,30.271084337349,15,415,169,52,1,8,2,2,489,1,2,2368,1245,52.576013513514,1653,849,51.361161524501,715,396,55.384615384615,3194,48,371,44,0,0,7.0085714285714,1465,3276,4571,7847,33,29,22,775,73,79,345,322,133,8,18,6,228,172,624,1378,39,3,219,62,133,86,86,73,60,344,2216,4542,5170,9712,44,495,141,1241,290,49437,27,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Italy Serie A
Bologna,2685,36,32,1,24,353,4,5,1,7,28,7,226,127,2,21,12,54,36,34,107,157,89,173,350,125,11,22,1,21,54.851851851852,11633,9584,82.38631479412,5483,4946,90.206091555718,6150,4638,75.414634146341,1248,690,55.288461538462,525,148,28.190476190476,8,395,188,71,6,15,3,3,627,3,5,2657,1337,50.319909672563,1835,936,51.008174386921,822,401,48.783454987835,3436,52,381,52,1,5,6.7888372093023,1387,2896,4585,7481,70,49,48,610,114,87,372,340,149,5,11,15,191,195,639,1495,65,4,277,70,190,87,102,105,70,400,2293,4472,5127,9599,55,518,143,1216,382,49108,27,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Italy Serie A
Fiorentina,2693,30,42,1,14,370,6,6,1,18,24,5,234,136,3,10,16,63,42,43,97,160,113,202,409,124,12,24,2,23,53.037037037037,11721,9934,84.7538605921,5839,5408,92.618599075184,5882,4526,76.946616797008,895,448,50.055865921788,542,120,22.140221402214,4,334,202,83,6,8,6,5,547,3,3,2529,1279,50.573349149862,1825,956,52.383561643836,704,323,45.880681818182,3113,47,342,62,1,1,6.7556085918854,2024,4252,4379,8631,62,42,34,718,124,141,465,312,147,7,7,7,174,282,619,1299,23,3,352,94,247,105,132,126,94,408,2871,5603,4855,10458,64,423,188,1162,433,49334,27,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Italy Serie A
Pisa,2737,20,44,1,10,271,5,6,0,2,17,2,201,70,3,6,10,50,35,38,74,127,70,120,318,107,9,21,2,19,40.481481481481,8635,6584,76.247828604516,4149,3630,87.490961677513,4486,2954,65.849308961213,982,445,45.315682281059,497,127,25.553319919517,5,444,234,78,2,13,5,4,793,2,4,2776,1399,50.396253602305,1762,856,48.581157775255,1014,543,53.550295857988,3426,43,362,54,0,2,6.722009569378,2764,5802,5213,11015,69,49,46,710,133,128,549,404,203,4,13,14,145,302,699,1394,38,1,404,105,264,140,177,122,105,374,3758,7341,5745,13086,46,473,234,1227,303,49358,27,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Italy Serie A
Napoli,2714,43,29,0,30,360,4,4,1,12,36,7,231,129,9,14,20,58,40,31,135,132,93,176,394,146,13,23,2,21,57.571428571429,15072,12969,86.046974522293,7486,6873,91.811381244991,7586,6096,80.358555233325,749,370,49.399198931909,481,109,22.661122661123,9,358,179,55,4,9,8,6,486,1,4,2485,1245,50.10060362173,1763,866,49.120816789563,722,379,52.493074792244,3441,32,334,39,1,2,6.8415274463007,1969,4333,4725,9058,43,28,24,666,77,94,365,282,127,2,17,8,250,223,604,1471,32,4,299,84,166,133,130,85,84,471,2763,5735,5317,11052,49,526,196,1306,345,49070,28,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Italy Serie A
